FID,LATITUDE,LONGITUDE,POCO,POCO_OPERA,BACIA,CAMPO,BLOCO,UF,TIPO,OPERADORA,RESULTADO,Acidente_mecanico,INICIO,TERMINO,CONCLUSAO,Concl_ano,platafor,ano_fabric,ID,Plataforma_nome,Lata_Velha
395,-22.94187389,-40.67616583,3-BRSA-1012-RJS,3RJS696,Campos,,C-M-401,RJ,exploratorio,PETROBRAS,portador de oleo,,11/25/2011,1/2/2012,1/13/2012,2012,,0,0,,
396,-25.45012083,-42.91630472,3-BRSA-865A-RJS,3RJS677A,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,portador de oleo,,9/20/2010,12/1/2010,1/6/2011,2011,,0,0,,
397,-22.35445028,-40.19347472,3-BRSA-646D-RJS,3VL9DRJS,Campos,VIOLA,VL,RJ,exploratorio,PETROBRAS,portador de oleo,,8/4/2008,9/1/2008,9/1/2008,2008,,0,0,,
398,-23.43657056,-40.72654972,1-BRSA-1007-RJS,1RJS664,Campos,,C-M-535,RJ,exploratorio,PETROBRAS,portador de oleo,,11/6/2011,3/1/2012,4/23/2012,2012,,0,0,,
399,-22.71948944,-40.66899694,7-BO-25H-RJS,7BO25HRJS,Campos,BONITO,BO,RJ,desenvolvimento,PETROBRAS,portador de oleo,,5/9/2007,,7/15/2007,2007,,0,0,,
400,-22.54053389,-40.28751389,7-BR-62HP-RJS,7BR62HPRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,portador de oleo,,6/17/2007,,6/30/2007,2007,,0,0,,
401,-22.85640333,-40.33124139,7-ESP-36HP-RJS,7ESP36HPRJS,Campos,ESPADARTE,ESP,RJ,desenvolvimento,PETROBRAS,portador de oleo,,2/1/2007,,4/18/2007,2007,,0,0,,
402,-22.54049917,-40.28754417,9-BR-61D-RJS,9BR61DRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,portador de oleo,,5/19/2007,,6/15/2007,2007,,0,0,,
403,-19.84212389,-39.09890194,1-BRSA-783A-ESS,1ESS193A,Espirito Santo,,ES-M-468,Espirito Santo,exploratorio,PETROBRAS,portador de gas e condensado,,11/15/2009,4/2/2010,4/23/2010,2010,,0,0,,
404,-20.41983389,-39.62606722,1-BRSA-535A-ESS,1ESS179A,Espirito Santo,,ES-M-588,Espirito Santo,exploratorio,PETROBRAS,portador de gas,,10/23/2007,12/30/2008,1/5/2009,2009,,0,0,,
405,-19.59694361,-39.26088417,4-BRSA-593-ESS,4ESS84,Espirito Santo,,ES-M-413,Espirito Santo,exploratorio,PETROBRAS,portador de gas,,3/16/2008,4/28/2008,5/5/2008,2008,,0,0,,
406,-21.60236417,-40.63145833,3-BRSA-960D-RJS,3RJS690D,Campos,,C-M-95,RJ,exploratorio,PETROBRAS,portador de gas,,7/19/2011,9/27/2011,11/19/2011,2011,,0,0,,
407,-24.71054694,-44.42728139,1-BRSA-706-SPS,1SPS64,Santos,,S-M-405,SP,exploratorio,PETROBRAS,portador de gas,,1/17/2009,2/27/2009,5/28/2009,2009,,0,0,,
408,-19.77658972,-39.56552611,1-BRSA-650D-ESS,1ESS185DES,Espirito Santo,,BM-ES-5,Espirito Santo,exploratorio,PETROBRAS,portador de gas,,8/10/2008,1/21/2009,3/13/2009,2009,,0,0,,
409,-19.55037389,-39.2427825,4-BRSA-581-ESS,4PER4ESS,Espirito Santo,PEROA,PER,Espirito Santo,exploratorio,PETROBRAS,portador de gas,,2/8/2008,3/19/2008,4/27/2008,2008,,0,0,,
410,-19.86832861,-39.62191917,9-CMN-3D-ESS,9CMN3DESS,Espirito Santo,CAMARUPIM NORTE,BM-ES-5,Espirito Santo,desenvolvimento,PETROBRAS,portador de gas,,12/11/2008,1/13/2009,1/27/2009,2009,,0,0,,
411,-20.12887583,-39.55147083,4-BRSA-520-ESS,4GLF21ESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,exploratorio,PETROBRAS,portador de gas,,8/18/2007,9/10/2007,9/16/2007,2007,,0,0,,
412,-24.22468806,-42.82041778,4-BRSA-454-RJS,4RJS633,Santos,PIRAPITANGA,BS-500,RJ,exploratorio,PETROBRAS,portador de gas,,10/3/2006,2/9/2007,3/26/2007,2007,,0,0,,
413,-20.13038833,-39.15437917,1-BRSA-926D-ESS,1ESS205D,Espirito Santo,,ES-M-525,Espirito Santo,exploratorio,PETROBRAS,portador de gas,,3/2/2011,7/4/2011,7/22/2011,2011,,0,0,,
414,-21.60236833,-40.6314575,3-BRSA-1010HP-RJS,3RJS695HP,Campos,,C-M-95,RJ,exploratorio,PETROBRAS,portador de gas,,11/22/2011,1/2/2012,2/11/2012,2012,,0,0,,
415,-25.52634472,-42.77692361,9-BRSA-808-RJS,9RJS665,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,injetor - gas,,2/16/2010,11/5/2010,2/13/2011,2011,,0,0,,
416,-25.40989972,-42.73052083,8-LL-4D-RJS,8LL1DRJS,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,injetor - agua,,5/20/2011,8/31/2011,12/5/2011,2011,,0,0,,
417,-22.07521111,-39.94404722,8-AB-123HP-RJS,8AB123HPRJS,Campos,ALBACORA,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,2/24/2012,3/31/2012,5/12/2012,2012,,0,0,,
418,-22.564275,-40.07766111,8-MLS-171HPA-RJS,8MLS171HPARJS,Campos,MARLIM SUL,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,5/28/2011,6/30/2011,8/18/2011,2011,,0,0,,
419,-25.555585,-42.81440444,9-LL-1D-RJS,9RJS687D,Santos,LULA,BM-S-11,RJ,desenvolvimento,PETROBRAS,injetor - agua,,3/16/2011,4/30/2011,6/1/2011,2011,,0,0,,
420,-22.12319861,-39.94477139,8-AB-112HP-RJS,8AB112HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,injetor - agua,,8/7/2009,8/29/2009,10/2/2009,2009,,0,0,,
421,-21.26894222,-40.07456639,8-JUB-29H-ESS,8JUB29HESS,Campos,JUBARTE,,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,2/15/2012,3/29/2012,5/5/2012,2012,,0,0,,
422,-22.48245,-40.12971667,8-MRL-211D-RJS,8MRL211DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,injetor - agua,,3/1/2011,3/29/2011,4/15/2011,2011,,0,0,,
423,-22.86877861,-40.33584972,8-ESP-31HP-RJS,8ESP31HPRJS,Campos,ESPADARTE,ESP,RJ,desenvolvimento,PETROBRAS,injetor - agua,,11/8/2006,11/28/2006,1/8/2007,2007,,0,0,,
424,-22.16313333,-39.91889722,8-AB-118HP-RJS,8AB118HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,injetor - agua,,1/24/2010,1/26/2010,3/4/2010,2010,,0,0,,
425,-23.54186694,-41.06733056,8-PPT-6-RJS,8PPT6RJS,Campos,PAPA-TERRA,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,11/28/2011,12/23/2011,12/24/2011,2011,,0,0,,
426,-21.96342444,-39.72663528,8-RO-94HP-RJS,8RO94HPRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,8/4/2011,8/23/2011,8/23/2011,2011,,0,0,,
427,-22.45348417,-39.96913194,8-MLL-38HP-RJS,8MLL38HPRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,injetor - agua,,4/7/2008,4/23/2008,9/12/2008,2008,,0,0,,
428,-22.48245,-40.12971667,8-MRL-211DA-RJS,8MRL211DARJS,Campos,MARLIM,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,6/19/2011,6/22/2011,8/20/2011,2011,,0,0,,
429,-22.37870611,-40.05676333,8-MRL-191DP-RJS,8MRL191DPRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,injetor - agua,,4/1/2008,4/22/2008,5/31/2008,2008,,0,0,,
430,-22.40151056,-40.07581417,8-MRL-192D-RJS,8MRL192DRJS,Campos,MARLIM,MRL,RJ,desenvolvimento,PETROBRAS,injetor - agua,,2/21/2008,3/22/2008,4/27/2008,2008,,0,0,,
431,-22.6334525,-40.09507389,8-MLS-121HPA-RJS,8MLS121HPARJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,12/15/2007,12/20/2007,3/12/2008,2008,,0,0,,
432,-21.30021944,-40.01458583,8-JUB-35-ESS,8JUB35ESS,Campos,JUBARTE,,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,10/22/2011,4/20/2012,6/16/2012,2012,,0,0,,
433,-22.65836278,-40.07713028,8-MLS-127HP-RJS,8MLS127HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,3/20/2009,4/20/2009,4/20/2009,2009,,0,0,,
434,-22.60831389,-40.17853056,8-BR-76HP-RJS,8BR76HPRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,injetor - agua,,1/5/2011,1/20/2011,1/20/2011,2011,,0,0,,
435,-21.97556222,-39.78553944,8-RO-81HP-RJS,8RO81HPRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,injetor - agua,,1/7/2008,1/20/2008,3/8/2008,2008,,0,0,,
436,-22.57448361,-40.1091575,8-MLS-65HP-RJS,8MLS65HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,8/25/2009,9/19/2009,11/5/2009,2009,,0,0,,
437,-21.22396111,-39.95973611,8-BFR-5HP-ESS,8BFR5HPESS,Campos,BALEIA FRANCA,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,6/9/2010,8/19/2010,12/31/2010,2010,,0,0,,
438,-22.59151611,-40.12465694,8-MLS-143H-RJS,8MLS143HRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,6/2/2010,8/18/2010,10/15/2010,2010,,0,0,,
439,-21.17866389,-39.97230278,8-CHT-10HA-ESS,8CHT10HAESS,Campos,CACHALOTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,7/15/2010,7/18/2010,1/20/2011,2011,,0,0,,
440,-23.55131778,-41.09044444,8-PPT-5-RJS,8PPT5RJS,Campos,PAPA-TERRA,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,1/17/2012,2/17/2012,,0,,0,0,,
441,-22.64667222,-39.97408611,8-MLS-185HP-RJS,8MLS185HPRJS,Campos,MARLIM SUL,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,2/20/2012,3/16/2012,4/25/2012,2012,,0,0,,
442,-22.60444778,-40.18306333,9-BR-64D-RJS,9BR64DRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,injetor - agua,,8/9/2009,9/15/2009,9/27/2009,2009,,0,0,,
443,-21.96918583,-39.77073222,8-RO-89HPA-RJS,8RO89HPARJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,injetor - agua,,8/8/2009,8/14/2009,10/7/2009,2009,,0,0,,
444,-21.17528222,-39.964835,8-CHT-8H-ESS,8CHT8HESS,Campos,CACHALOTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,9/21/2009,11/12/2009,12/17/2009,2009,,0,0,,
445,-21.17866389,-39.96730278,8-CHT-10H-ESS,8CHT10HESS,Campos,CACHALOTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,4/25/2010,7/12/2010,7/15/2010,2010,,0,0,,
446,-22.60447694,-40.18313861,8-BR-65HP-RJS,8BR65HPRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,injetor - agua,,10/3/2009,12/11/2009,12/11/2009,2009,,0,0,,
447,-22.63756528,-40.07636667,8-MLS-147HP-RJS,8MLS147HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,9/6/2009,9/11/2009,10/17/2009,2009,,0,0,,
448,-22.58139722,-40.03117667,8-MLS-161HP-RJS,8MLS161HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,11/5/2010,11/10/2010,11/17/2010,2010,,0,0,,
449,-22.61704694,-40.08858417,8-MLS-123HB-RJS,8MLS123HBRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,1/6/2009,1/10/2009,2/15/2009,2009,,0,0,,
450,-22.087685,-39.89294556,8-AB-124HP-RJS,8AB124HPRJS,Campos,ALBACORA,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,1/20/2012,3/9/2012,5/25/2012,2012,,0,0,,
451,-22.07075472,-39.94314944,8-AB-115D-RJS,8AB115DRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,injetor - agua,,12/12/2009,1/9/2010,2/22/2010,2010,,0,0,,
452,-22.60897028,-39.9873175,8-MLS-155HP-RJS,8MLS155HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,10/26/2010,12/8/2010,1/27/2011,2011,,0,0,,
453,-22.59043056,-39.99386833,8-MLS-181HPA-RJS,8MLS181HPARJS,Campos,MARLIM SUL,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,9/30/2011,10/8/2011,11/13/2011,2011,,0,0,,
454,-22.59439444,-40.20158333,8-BR-78HP-RJS,8BR78HPRJS,Campos,BARRACUDA,BR,RJ,desenvolvimento,PETROBRAS,injetor - agua,,3/25/2011,4/8/2011,4/8/2011,2011,,0,0,,
455,-22.61545611,-40.0965,8-MLS-125HP-RJS,8MLS125HPRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,injetor - agua,,5/26/2007,7/7/2008,8/15/2008,2008,,0,0,,
456,-21.22264472,-40.02315,8-JUB-28HA-ESS,8JUB28HAESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,11/8/2010,3/7/2011,1/1/2012,2012,,0,0,,
457,-21.960775,-39.72736667,8-RO-91HP-RJS,8RO91HPRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,injetor - agua,,5/19/2011,6/6/2011,6/8/2011,2011,,0,0,,
458,-22.13080472,-39.94704889,8-AB-113HP-RJS,8AB113HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,injetor - agua,,10/15/2009,11/3/2009,12/12/2009,2009,,0,0,,
459,-22.17585,-39.99058889,8-AB-121HP-RJS,8AB121HPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,injetor - agua,,10/30/2010,12/2/2011,12/10/2011,2011,,0,0,,
460,-22.45901306,-39.92799444,8-MLL-35DB-RJS,8MLL35DBRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,injetor - agua,,5/1/2009,5/2/2009,9/5/2009,2009,,0,0,,
461,-22.47182056,-39.95176083,8-MLL-36H-RJS,8MLL36HRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,injetor - agua,,10/10/2009,12/1/2009,1/9/2010,2010,,0,0,,
462,-22.07695333,-39.88607444,8-AB-90B-RJS,8AB90BRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,injetor - agua,,3/9/2007,,6/17/2007,2007,,0,0,,
463,-22.43251361,-40.48004389,8-BG-17DPA-RJS,8BG17DPARJS,Campos,BAGRE,BG,RJ,desenvolvimento,PETROBRAS,injetor - agua,,6/11/2007,,10/9/2007,2007,,0,0,,
464,-21.977815,-39.79236083,8-RO-54HP-RJS,8RO54HPRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,injetor - agua,,7/12/2006,,6/19/2007,2007,,0,0,,
465,-21.95971139,-39.79982361,8-RO-70HP-RJS,8RO70HPRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,injetor - agua,,9/14/2006,,4/13/2007,2007,,0,0,,
466,-20.03217333,-39.51105167,8-GLF-17HB-ESS,8GLF17HBESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,3/14/2007,,7/12/2007,2007,,0,0,,
467,-20.04431528,-39.50567889,8-GLF-18H-ESS,8GLF18HESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,1/20/2007,,7/12/2007,2007,,0,0,,
468,-20.06308806,-39.53214278,8-GLF-19HPA-ESS,8GLF19HPAESS,Espirito Santo,GOLFINHO,BES-100,Espirito Santo,desenvolvimento,PETROBRAS,injetor - agua,,7/27/2006,,8/2/2007,2007,,0,0,,
469,-22.10019139,-39.9783525,3-BRSA-603-RJS,3AB94RJS,Campos,ALBACORA,AB,RJ,exploratorio,PETROBRAS,extensao produtor de oleo e gas,,4/21/2008,5/27/2008,5/27/2008,2008,,0,0,,
470,-22.25347167,-40.48171306,3-BRSA-621A-RJS,3CRP69ARJS,Campos,CARAPEBA,CRP,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,6/3/2008,7/30/2008,7/30/2008,2008,,0,0,,
471,-22.28686667,-40.35141611,3-BRSA-629A-RJS,3PG28ARJS,Campos,PARGO,PG,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,6/27/2008,7/30/2008,7/30/2008,2008,,0,0,,
472,-22.65758861,-40.52314472,3-BRSA-767A-RJS,3MA32ARJS,Campos,MARIMBA,MA,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,9/27/2009,10/27/2009,10/27/2009,2009,,0,0,,
473,-25.68701639,-43.17488972,3-BRSA-788-SPS,3SPS69,Santos,SAPINHOA,BM-S-9,SP,exploratorio,PETROBRAS,extensao produtor de oleo,,12/4/2009,2/19/2010,4/12/2011,2011,,0,0,,
474,-22.78425139,-40.71563944,3-BRSA-868-RJS,3PM54RJS,Campos,PAMPO,PM,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,9/13/2010,10/17/2010,10/17/2010,2010,,0,0,,
475,-25.13991944,-42.90319139,3-BRSA-839A-RJS,3RJS675A,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,6/18/2010,9/17/2010,11/5/2010,2010,,0,0,,
476,-25.63241389,-42.91627694,3-BRSA-854-RJS,3RJS678,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,7/21/2010,11/15/2010,11/16/2010,2010,,0,0,,
477,-25.22044,-42.88862472,3-BRSA-830-RJS,3RJS676,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,5/26/2010,3/15/2011,4/20/2011,2011,,0,0,,
478,-22.48347222,-39.91837222,3-BRSA-468-RJS,3MLL22RJS,Campos,MARLIM LESTE,MLL,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,12/12/2006,5/14/2007,5/25/2007,2007,,0,0,,
479,-25.43914417,-42.71989806,3-BRSA-821-RJS,3RJS674,Santos,LULA,BM-S-11,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,4/14/2010,6/13/2010,7/13/2010,2010,,0,0,,
480,-25.00143,-42.5367125,3-BRSA-891A-RJS,3RJS682A,Santos,,BM-S-11,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,11/20/2010,2/11/2011,5/5/2011,2011,,0,0,,
481,-22.67638833,-40.80024306,3-BRSA-743-RJS,3ENO14RJS,Campos,ENCHOVA OESTE,ENO,RJ,exploratorio,PETROBRAS,extensao produtor de oleo,,6/18/2009,9/7/2009,9/7/2009,2009,,0,0,,
482,-22.564275,-40.07766111,9-MLS-170D-RJS,9MLS170DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,10/15/2010,10/31/2010,11/4/2010,2010,,0,0,,
483,-22.63033667,-40.01995611,9-MLS-176D-RJS,9MLS176DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,2/16/2011,5/31/2011,6/4/2011,2011,,0,0,,
484,-22.63047778,-40.01906667,9-MLS-198-RJS,9MLS198RJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,1/30/2011,1/31/2011,2/1/2011,2011,,0,0,,
485,-21.96342444,-39.72663528,9-RO-93D-RJS,9RO93DRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,especial - observacao,,7/15/2010,7/30/2011,7/22/2010,2010,,0,0,,
486,-24.32391667,-42.68818444,9-URG-5D-RJS,9URG5DRJS,Santos,URUGUA,BS-500,RJ,desenvolvimento,PETROBRAS,especial - observacao,,3/10/2009,3/30/2009,4/25/2009,2009,,0,0,,
487,-21.960775,-39.72736667,9-RO-90D-RJS,9RO90DRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,especial - observacao,,7/7/2009,4/29/2011,5/17/2011,2011,,0,0,,
488,-22.6484525,-40.09507389,9-MLS-90-RJS,9MLS90RJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,10/11/2007,10/28/2007,11/10/2007,2007,,0,0,,
489,-21.94866278,-39.74677667,7-RO-105HP-RJS,7RO105HPRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,7/26/2011,7/28/2011,,0,,0,0,,
490,-22.60232778,-40.11211389,9-MLS-92D-RJS,9MLS92DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,2/13/2010,3/27/2010,3/31/2010,2010,,0,0,,
491,-24.49900306,-44.20287889,9-MXL-8D-SPS,9MXL8DSPS,Santos,MEXILHAO,BS-400,SP,desenvolvimento,PETROBRAS,especial - observacao,,7/1/2007,10/26/2007,10/26/2007,2007,,0,0,,
492,-21.24063583,-40.02695528,9-JUB-26D-ESS,9JUB26DESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,especial - observacao,,3/28/2011,4/26/2011,4/29/2011,2011,,0,0,,
493,-23.52036083,-41.0323425,9-PPT-3DA-RJS,9PPT3DARJS,Campos,PAPA-TERRA,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,3/5/2012,3/25/2012,4/5/2012,2012,,0,0,,
494,-21.962675,-39.73364722,9-RO-122D-RJS,9RO122DRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,11/11/2011,2/25/2012,3/7/2012,2012,,0,0,,
495,-21.97709722,-39.75391111,9-RO-95D-RJS,9RO95DRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,especial - observacao,,3/1/2010,1/25/2012,1/28/2012,2012,,0,0,,
496,-22.45652833,-40.03932139,9-MRL-214D-RJS,9MRL214DRJS,Campos,MARLIM,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,4/30/2012,5/24/2012,6/2/2012,2012,,0,0,,
497,-22.71909806,-40.86294472,9-BD-21-RJS,9BD21RJS,Campos,BADEJO,BD,RJ,desenvolvimento,PETROBRAS,especial - observacao,,1/25/2011,2/24/2011,4/8/2011,2011,,0,0,,
498,-22.62558639,-40.06033361,9-MLS-144D-RJS,9MLS144DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,11/21/2008,2/24/2009,2/24/2009,2009,,0,0,,
499,-22.58723611,-40.04463889,9-MLS-196-RJS,9MLS196RJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,1/23/2011,1/24/2011,1/26/2011,2011,,0,0,,
500,-22.62792639,-39.96869861,9-MLS-188D-RJS,9MLS188DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,6/19/2011,8/23/2011,8/31/2011,2011,,0,0,,
501,-21.97783278,-39.79233361,9-RO-53DA-RJS,9RO53DARJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,especial - observacao,,12/13/2004,4/23/2006,,0,,0,0,,
502,-22.38650944,-39.95602028,9-MLL-33D-RJS,9MLL33DRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,11/27/2007,12/22/2007,1/4/2008,2008,,0,0,,
503,-24.48485667,-44.212125,9-MXL-10D-SPS,9MXL10DSPS,Santos,MEXILHAO,BS-400,SP,desenvolvimento,PETROBRAS,especial - observacao,,9/18/2009,10/22/2009,10/30/2009,2009,,0,0,,
504,-22.03117694,-39.94338111,9-AB-102DP-RJS,9AB102DPRJS,Campos,ALBACORA,AB,RJ,desenvolvimento,PETROBRAS,especial - observacao,,6/16/2010,6/22/2010,6/28/2010,2010,,0,0,,
505,-22.68981111,-40.84976111,9-BD-22-RJS,9BD22RJS,Campos,BADEJO,BD,RJ,desenvolvimento,PETROBRAS,especial - observacao,,4/15/2011,5/22/2011,6/9/2011,2011,,0,0,,
506,-21.99354167,-39.7581775,9-RO-97D-RJS,9RO97DRJS,Campos,RONCADOR,RO,RJ,desenvolvimento,PETROBRAS,especial - observacao,,8/16/2010,4/22/2012,,0,,0,0,,
507,-24.69444472,-42.46678333,3-BRSA-1064i-RJS,3RJS700i,Santos,,FRANCO,RJ,exploratorio,PETROBRAS,especial - observacao,,3/20/2012,3/22/2012,3/24/2012,2012,,0,0,,
508,-22.63381667,-39.96985833,9-MLS-182D-RJS,9MLS182DRJS,Campos,MARLIM SUL,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,11/13/2011,12/21/2011,12/25/2011,2011,,0,0,,
509,-22.60896111,-39.98731667,9-MLS-154DB-RJS,9MLS154DBRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,10/14/2010,10/20/2010,10/25/2010,2010,,0,0,,
510,-22.57448389,-40.1091575,9-MLS-64D-RJS,9MLS64DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,7/18/2009,8/20/2009,8/24/2009,2009,,0,0,,
511,-22.42273278,-39.93172639,9-MLL-27D-RJS,9MLL27DRJS,Campos,MARLIM LESTE,MLL,RJ,desenvolvimento,PETROBRAS,especial - observacao,,12/29/2006,1/20/2007,2/4/2007,2007,,0,0,,
512,-24.78579556,-42.47598361,3-BRSA-1053i-RJS,3RJS699i,Santos,,FRANCO,RJ,exploratorio,PETROBRAS,especial - observacao,,2/17/2012,2/19/2012,2/21/2012,2012,,0,0,,
513,-22.61705111,-40.08858056,8-MLS-123H-RJS,8MLS123HRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,3/2/2007,12/18/2008,12/18/2008,2008,,0,0,,
514,-21.971025,-39.75027222,9-RO-113D-RJS,9RO113DRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,9/20/2011,11/18/2011,1/17/2012,2012,,0,0,,
515,-21.23155139,-40.01584972,9-JUB-21D-ESS,9JUB21DESS,Campos,JUBARTE,BC-60,Espirito Santo,desenvolvimento,PETROBRAS,especial - observacao,,9/26/2010,11/18/2010,11/23/2010,2010,,0,0,,
516,-22.58138917,-40.03118389,9-MLS-160D-RJS,9MLS160DRJS,Campos,MARLIM SUL,MLS,RJ,desenvolvimento,PETROBRAS,especial - observacao,,8/27/2010,10/18/2010,10/31/2010,2010,,0,0,,
517,-21.94866278,-39.74677667,9-RO-104D-RJS,9RO104DRJS,Campos,RONCADOR,,RJ,desenvolvimento,PETROBRAS,especial - observacao,,6/4/2011,7/18/2011,7/24/2011,2011,,0,0,,
